name,pos,snap_total,snap_percent,team,opp
CJ Stroud,QB,84,1.0,HOU,IND
Robert Woods,WR,72,0.86,HOU,IND
Tank Dell,WR,66,0.79,HOU,IND
Dalton Schultz,TE,60,0.71,HOU,IND
Nico Collins,WR,52,0.62,HOU,IND
Dameon Pierce,RB,38,0.45,HOU,IND
Devin Singletary,RB,30,0.36,HOU,IND
Teagan Quitoriano,TE,22,0.26,HOU,IND
Xavier Hutchinson,WR,18,0.21,HOU,IND
Dare Ogunbowale,RB,16,0.19,HOU,IND
Brevin Jordan,TE,15,0.18,HOU,IND
John Metchie,WR,14,0.17,HOU,IND
