name,pos,snap_total,snap_percent,team,opp
Justin Herbert,QB,81,1.0,LAC,MIA
Keenan Allen,WR,74,0.91,LAC,MIA
Mike Williams,WR,62,0.77,LAC,MIA
Gerald Everett,TE,55,0.68,LAC,MIA
Josh Palmer,WR,52,0.64,LAC,MIA
Austin Ekeler,RB,41,0.51,LAC,MIA
Donald Parham,TE,40,0.49,LAC,MIA
Joshua Kelley,RB,39,0.48,LAC,MIA
Quentin Johnston,WR,22,0.27,LAC,MIA
Stone Smartt,TE,6,0.07,LAC,MIA
Tre' McKitty,TE,6,0.07,LAC,MIA
Derius Davis,WR,3,0.04,LAC,MIA
Elijah Dotson,RB,1,0.01,LAC,MIA
