name,pos,snap_total,snap_percent,team,opp
Matthew Stafford,QB,81,1.0,LAR,SEA
Van Jefferson,WR,75,0.93,LAR,SEA
Tyler Higbee,TE,74,0.91,LAR,SEA
Tutu Atwell,WR,64,0.79,LAR,SEA
Puka Nacua,WR,63,0.78,LAR,SEA
Kyren Williams,RB,53,0.65,LAR,SEA
Cam Akers,RB,28,0.35,LAR,SEA
Brycen Hopkins,TE,23,0.28,LAR,SEA
Ben Skowronek,WR,21,0.26,LAR,SEA
Demarcus Robinson,WR,3,0.04,LAR,SEA
Davis Allen,TE,1,0.01,LAR,SEA
Ronnie Rivers,RB,0,0.0,LAR,SEA
