name,pos,snap_total,snap_percent,team,opp,week
Deshaun Watson,QB,74,1.0,CLE,CIN,1
Donovan Peoples-Jones,WR,66,0.89,CLE,CIN,1
David Njoku,TE,54,0.73,CLE,CIN,1
Elijah Moore,WR,51,0.69,CLE,CIN,1
Amari Cooper,WR,46,0.62,CLE,CIN,1
Nick Chubb,RB,36,0.49,CLE,CIN,1
Jerome Ford,RB,30,0.41,CLE,CIN,1
Harrison Bryant,TE,27,0.36,CLE,CIN,1
Jordan Akins,TE,23,0.31,CLE,CIN,1
Cedric Tillman,WR,11,0.15,CLE,CIN,1
David Bell,WR,10,0.14,CLE,CIN,1
Marquise Goodwin,WR,10,0.14,CLE,CIN,1
Pierre Strong,RB,0,0.0,CLE,CIN,1
