name,pos,snap_total,snap_percent,team,opp
Russell Wilson,QB,64,1.0,DEN,LV
Courtland Sutton,WR,55,0.86,DEN,LV
Adam Trautman,TE,46,0.72,DEN,LV
Lil'Jordan Humphrey,WR,45,0.7,DEN,LV
Brandon Johnson,WR,32,0.5,DEN,LV
Samaje Perine,RB,29,0.45,DEN,LV
Javonte Williams,RB,29,0.45,DEN,LV
Chris Manhertz,TE,25,0.39,DEN,LV
Greg Dulcich,TE,21,0.33,DEN,LV
Marvin Mims,WR,17,0.27,DEN,LV
Phillip Dorsett,WR,6,0.09,DEN,LV
Jaleel McLaughlin,RB,5,0.08,DEN,LV
