name,pos,snap_total,snap_percent,team,opp
Justin Fields,QB,74,1.0,CHI,GB
Cole Kmet,TE,72,0.97,CHI,GB
DJ Moore,WR,68,0.92,CHI,GB
Darnell Mooney,WR,62,0.84,CHI,GB
Chase Claypool,WR,58,0.78,CHI,GB
Roschon Johnson,RB,29,0.39,CHI,GB
Khalil Herbert,RB,27,0.36,CHI,GB
D'Onta Foreman,RB,21,0.28,CHI,GB
Tyler Scott,WR,13,0.18,CHI,GB
Marcedes Lewis,TE,5,0.07,CHI,GB
Trent Taylor,WR,4,0.05,CHI,GB
Robert Tonyan,TE,4,0.05,CHI,GB
Travis Homer,RB,0,0.0,CHI,GB
