name,pos,snap_total,snap_percent,team,opp
Jalen Hurts,QB,66,1.0,PHI,NE
DeVonta Smith,WR,65,0.98,PHI,NE
Dallas Goedert,TE,61,0.92,PHI,NE
AJ Brown,WR,60,0.91,PHI,NE
Quez Watkins,WR,52,0.79,PHI,NE
Kenneth Gainwell,RB,41,0.62,PHI,NE
D'Andre Swift,RB,19,0.29,PHI,NE
Jack Stoll,TE,13,0.2,PHI,NE
Boston Scott,RB,8,0.12,PHI,NE
Olamide Zaccheaus,WR,7,0.11,PHI,NE
Grant Calcaterra,TE,4,0.06,PHI,NE
Britain Covey,WR,0,0.0,PHI,NE
