name,pos,snap_total,snap_percent,team,opp
Justin Jefferson,WR,58,1.0,MIN,PHI
Kirk Cousins,QB,58,1.0,MIN,PHI
KJ Osborn,WR,56,0.97,MIN,PHI
TJ Hockenson,TE,50,0.86,MIN,PHI
Alexander Mattison,RB,44,0.76,MIN,PHI
Jordan Addison,WR,40,0.69,MIN,PHI
Josh Oliver,TE,20,0.34,MIN,PHI
Ty Chandler,RB,7,0.12,MIN,PHI
Jalen Nailor,WR,1,0.02,MIN,PHI
Johnny Mundt,TE,1,0.02,MIN,PHI
Brandon Powell,WR,0,0.0,MIN,PHI
Myles Gaskin,RB,0,0.0,MIN,PHI
