name,pos,snap_total,snap_percent,team,opp,week
Russell Wilson,QB,66,1.0,DEN,WAS,2
Courtland Sutton,WR,59,0.89,DEN,WAS,2
Adam Trautman,TE,54,0.82,DEN,WAS,2
Jerry Jeudy,WR,45,0.68,DEN,WAS,2
Samaje Perine,RB,33,0.5,DEN,WAS,2
Javonte Williams,RB,30,0.45,DEN,WAS,2
Brandon Johnson,WR,30,0.45,DEN,WAS,2
Chris Manhertz,TE,21,0.32,DEN,WAS,2
Lil'Jordan Humphrey,WR,21,0.32,DEN,WAS,2
Marvin Mims,WR,16,0.24,DEN,WAS,2
Nate Adkins,TE,5,0.08,DEN,WAS,2
Jaleel McLaughlin,RB,3,0.05,DEN,WAS,2
Dwayne Washington,RB,0,0.0,DEN,WAS,2
