name,pos,team,pass_cmp,pass_att,pass_yds,pass_first_down,pass_first_down_pct,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_sacked,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,week
Daniel Jones,QB,NYG,15,28,104,5.0,0.14,168,6.0,39,2.6,1.4,65,4.3,3,0.111,4,0.148,7,9,3,6,16,0.381,7,6.4,1
Tyrod Taylor,QB,NYG,2,2,6,0.0,0.0,-10,-5.0,-10,-5.0,-5.0,16,8.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,1
