name,pos,team,pass_cmp,pass_att,pass_yds,pass_first_down,pass_first_down_pct,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_sacked,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att
Dak Prescott,QB,DAL,13,24,143,8.0,0.33,161,6.7,72,5.5,3.0,71,5.5,4,0.167,3,0.125,0,7,1,3,4,0.167,0,0.0
Cooper Rush,QB,DAL,0,1,0,0.0,0.0,20,20.0,0,0.0,0.0,0,0.0,0,0.0,1,1.0,0,1,0,0,0,0.0,0,0.0
