name,pos,team,pass_cmp,pass_att,pass_yds,pass_first_down,pass_first_down_pct,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_sacked,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,week
Derek Carr,QB,NO,21,36,228,11,0.27,279,7.8,165,7.9,4.6,63,3.0,1,0.029,6,0.176,4,13,1,1,6,0.15,0,0.0,2
Taysom Hill,QB,NO,1,1,8,0,0.0,5,5.0,5,5.0,5.0,3,3.0,0,0.0,0,0.0,0,0,0,0,0,0.0,1,9.0,2
