name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush
Austin Ekeler,RB,LAC,16,117,1,4.0,61,3.8,56,3.5,2,8.0
Joshua Kelley,RB,LAC,16,91,1,8.0,64,4.0,27,1.7,3,5.3
Justin Herbert,QB,LAC,5,17,1,4.0,17,3.4,0,0.0,0,0.0
Keenan Allen,WR,LAC,2,6,0,1.0,6,3.0,0,0.0,0,0.0
Gerald Everett,TE,LAC,1,2,0,0.0,2,2.0,0,0.0,0,0.0
