name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,week
Kenneth Walker,RB,SEA,17,43,2,5.0,25,1.5,18,1.1,3,5.7,2
Zach Charbonnet,RB,SEA,4,16,0,2.0,3,0.8,13,3.3,2,2.0,2
Geno Smith,QB,SEA,3,20,0,0.0,20,6.7,0,0.0,0,0.0,2
DeeJay Dallas,RB,SEA,1,3,0,0.0,1,1.0,2,2.0,0,0.0,2
