name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,week
David Montgomery,RB,DET,16,67,1,3.0,40,2.5,27,1.7,5,3.2,2
Jahmyr Gibbs,RB,DET,7,17,0,1.0,12,1.7,5,0.7,0,0.0,2
Craig Reynolds,RB,DET,3,7,0,0.0,4,1.3,3,1.0,1,3.0,2
Kalif Raymond,WR,DET,1,11,0,1.0,10,10.0,1,1.0,0,0.0,2
