name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush
Brian Robinson,RB,WAS,18,87,2,8.0,20,1.1,67,3.7,3,6.0
Antonio Gibson,RB,WAS,2,9,0,1.0,0,0.0,9,4.5,0,0.0
Sam Howell,QB,WAS,2,13,0,1.0,3,1.5,10,5.0,0,0.0
Curtis Samuel,WR,WAS,1,13,0,1.0,0,0.0,13,13.0,0,0.0
