name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush
Rhamondre Stevenson,RB,NE,12,25,0,1.0,23,1.9,2,0.2,0,0.0
Ezekiel Elliott,RB,NE,7,29,0,3.0,26,3.7,3,0.4,0,0.0
Mac Jones,QB,NE,2,15,0,1.0,15,7.5,0,0.0,0,0.0
Ty Montgomery,WR,NE,1,7,0,0.0,7,7.0,0,0.0,0,0.0
