name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,week
Joshua Kelley,RB,LAC,13,39,0,3.0,24,1.8,15,1.2,0,0.0,2
Elijah Dotson,RB,LAC,4,6,0,0.0,3,0.8,3,0.8,0,0.0,2
Derius Davis,WR,LAC,1,10,0,1.0,8,8.0,2,2.0,0,0.0,2
Justin Herbert,QB,LAC,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2
Isaiah Spiller,RB,LAC,1,3,0,0.0,3,3.0,0,0.0,0,0.0,2
Mike Williams,WR,LAC,1,3,0,0.0,2,2.0,1,1.0,0,0.0,2
