name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush
Dameon Pierce,RB,HOU,11,38,0,0.0,23,2.1,15,1.4,2,5.5
Devin Singletary,RB,HOU,7,15,0,0.0,10,1.4,5,0.7,0,0.0
CJ Stroud,QB,HOU,4,20,0,1.0,20,5.0,0,0.0,0,0.0
Noah Brown,WR,HOU,1,-1,0,0.0,-1,-1.0,0,0.0,1,1.0
