name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,week
Tony Pollard,RB,DAL,25,72,0,3.0,47,1.9,25,1.0,1,25.0,2
Rico Dowdle,RB,DAL,7,26,0,1.0,15,2.1,11,1.6,0,0.0,2
Dak Prescott,QB,DAL,6,14,0,2.0,-1,-0.2,15,2.5,0,0.0,2
Deuce Vaughn,RB,DAL,3,16,0,1.0,14,4.7,2,0.7,0,0.0,2
KaVontae Turpin,WR,DAL,2,6,0,1.0,4,2.0,2,1.0,1,2.0,2
Peyton Hendershot,TE,DAL,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2
