name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,week
James Conner,RB,ARI,23,106,1,7.0,84,3.7,22,1.0,3,7.7,2
Joshua Dobbs,QB,ARI,3,41,1,3.0,31,10.3,10,3.3,1,3.0,2
Keaontay Ingram,RB,ARI,2,6,0,0.0,6,3.0,0,0.0,0,0.0,2
Emari Demercado,RB,ARI,1,-2,0,0.0,-2,-2.0,0,0.0,0,0.0,2
