name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,week
Brian Robinson,RB,WAS,19,59,0,5.0,54,2.8,5,0.3,1,19.0,1
Antonio Gibson,RB,WAS,3,9,0,0.0,9,3.0,0,0.0,0,0.0,1
Chris Rodriguez,RB,WAS,3,7,0,1.0,7,2.3,0,0.0,0,0.0,1
Sam Howell,QB,WAS,2,11,1,1.0,11,5.5,0,0.0,0,0.0,1
Curtis Samuel,WR,WAS,1,6,0,0.0,6,6.0,0,0.0,0,0.0,1
