name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,week
Rachaad White,RB,TB,17,39,0,1.0,20,1.2,19,1.1,0,0.0,1
Baker Mayfield,QB,TB,8,11,0,2.0,4,0.5,7,0.9,0,0.0,1
Sean Tucker,RB,TB,5,15,0,1.0,9,1.8,6,1.2,0,0.0,1
Chase Edmonds,RB,TB,2,8,0,1.0,7,3.5,1,0.5,0,0.0,1
Rakim Jarrett,WR,TB,1,0,0,0.0,0,0.0,0,0.0,0,0.0,1
