name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush
Christian McCaffrey,RB,SF,20,116,1,4,33,1.7,83,4.2,0,0.0
Deebo Samuel,WR,SF,5,38,1,2,24,4.8,14,2.8,0,0.0
Brock Purdy,QB,SF,3,5,1,2,5,1.7,0,0.0,0,0.0
