name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush
Travis Etienne,RB,JAX,18,77,1,4.0,33,1.8,44,2.4,5,3.6
Tank Bigsby,RB,JAX,7,13,1,3.0,5,0.7,8,1.1,2,3.5
Trevor Lawrence,QB,JAX,7,21,0,2.0,19,2.7,2,0.3,0,0.0
Jamal Agnew,WR,JAX,2,-2,0,0.0,-2,-1.0,0,0.0,0,0.0
D'Ernest Johnson,RB,JAX,1,-4,0,0.0,-4,-4.0,0,0.0,0,0.0
