name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,week
Lamar Jackson,QB,BAL,12,54,0,3.0,45,3.8,9,0.8,0,0.0,2
Justice Hill,RB,BAL,11,41,0,2.0,20,1.8,21,1.9,0,0.0,2
Gus Edwards,RB,BAL,10,62,1,6.0,48,4.8,14,1.4,0,0.0,2
Devin Duvernay,WR,BAL,3,15,0,0.0,12,4.0,3,1.0,0,0.0,2
Zay Flowers,WR,BAL,1,6,0,0.0,6,6.0,0,0.0,0,0.0,2
