name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,week
Raheem Mostert,RB,MIA,18,121,2,5.0,118,6.6,3,0.2,1,18.0,2
Tua Tagovailoa,QB,MIA,4,3,0,0.0,3,0.8,0,0.0,0,0.0,2
Salvon Ahmed,RB,MIA,3,13,0,1.0,6,2.0,7,2.3,1,3.0,2
Erik Ezukanma,WR,MIA,3,5,0,0.0,-2,-0.7,7,2.3,1,3.0,2
De'Von Achane,RB,MIA,1,5,0,0.0,5,5.0,0,0.0,0,0.0,2
Jaylen Waddle,WR,MIA,1,-2,0,0.0,-2,-2.0,0,0.0,0,0.0,2
