name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,week
James Cook,RB,BUF,17,123,0,3.0,55,3.2,68,4.0,1,17.0,2
Damien Harris,RB,BUF,7,33,1,3.0,21,3.0,12,1.7,0,0.0,2
Latavius Murray,RB,BUF,6,22,1,2.0,16,2.7,6,1.0,0,0.0,2
Josh Allen,QB,BUF,3,7,0,2.0,4,1.3,3,1.0,0,0.0,2
Kyle Allen,QB,BUF,2,-2,0,0.0,-2,-1.0,0,0.0,0,0.0,2
