name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush
Kenneth Gainwell,RB,PHI,14,54,0,4.0,43,3.1,11,0.8,2,7.0
Jalen Hurts,QB,PHI,9,37,0,2.0,37,4.1,0,0.0,0,0.0
Boston Scott,RB,PHI,1,3,0,0.0,3,3.0,0,0.0,0,0.0
D'Andre Swift,RB,PHI,1,3,0,0.0,2,2.0,1,1.0,0,0.0
