name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush
Alexander Mattison,RB,MIN,8,28,0,0.0,28,3.5,0,0.0,0,0.0
Ty Chandler,RB,MIN,1,0,0,0.0,0,0.0,0,0.0,0,0.0
