name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush
AJ Dillon,RB,GB,13,19,0,0.0,4,0.3,15,1.2,0,0.0
Aaron Jones,RB,GB,9,41,1,3.0,25,2.8,16,1.8,2,4.5
Patrick Taylor,RB,GB,5,22,0,1.0,5,1.0,17,3.4,2,2.5
Jordan Love,QB,GB,3,12,0,1.0,7,2.3,5,1.7,1,3.0
Sean Clifford,QB,GB,1,0,0,0.0,0,0.0,0,0.0,0,0.0
Jayden Reed,WR,GB,1,-2,0,0.0,-2,-2.0,0,0.0,0,0.0
