name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush,week
Najee Harris,RB,PIT,10,43,0,2,2,0.2,41,4.1,2,5.0,2
Jaylen Warren,RB,PIT,6,20,0,1,9,1.5,11,1.8,1,6.0,2
Kenny Pickett,QB,PIT,4,-6,0,0,-6,-1.5,0,0.0,0,0.0,2
Calvin Austin,WR,PIT,1,-2,0,0,-2,-2.0,0,0.0,0,0.0,2
