name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush
Deon Jackson,RB,IND,13,14,0,1.0,2,0.2,12,0.9,0,0.0
Anthony Richardson,QB,IND,10,40,1,3.0,25,2.5,15,1.5,0,0.0
Jake Funk,RB,IND,2,10,0,0.0,10,5.0,0,0.0,0,0.0
Evan Hull,RB,IND,1,1,0,0.0,1,1.0,0,0.0,0,0.0
