name,pos,team,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,rush_broken_tackles_per_rush
Kenneth Walker,RB,SEA,12,64,0,3.0,55,4.6,9,0.8,1,12.0
Zach Charbonnet,RB,SEA,3,11,0,0.0,11,3.7,0,0.0,0,0.0
DeeJay Dallas,RB,SEA,2,4,0,0.0,4,2.0,0,0.0,0,0.0
Geno Smith,QB,SEA,1,6,0,0.0,6,6.0,0,0.0,0,0.0
