name,pos,snap_total,snap_percent,team,opp,week
Tom Brady,QB,76,1.0,TB,SF,14
Chris Godwin,WR,69,0.91,TB,SF,14
Mike Evans,WR,66,0.87,TB,SF,14
Julio Jones,WR,55,0.72,TB,SF,14
Cade Otton,TE,45,0.59,TB,SF,14
Rachaad White,RB,40,0.53,TB,SF,14
Leonard Fournette,RB,36,0.47,TB,SF,14
Cameron Brate,TE,28,0.37,TB,SF,14
Russell Gage,WR,25,0.33,TB,SF,14
Scott Miller,WR,11,0.14,TB,SF,14
Ko Kieft,TE,5,0.07,TB,SF,14
Ke'Shawn Vaughn,RB,0,0.0,TB,SF,14
Deven Thompkins,WR,0,0.0,TB,SF,14
Giovani Bernard,RB,0,0.0,TB,SF,14
