name,pos,snap_total,snap_percent,team,opp,week
Van Jefferson,WR,64,1.0,LAR,SEA,13
John Wolford,QB,63,0.98,LAR,SEA,13
Ben Skowronek,WR,62,0.97,LAR,SEA,13
Tyler Higbee,TE,54,0.84,LAR,SEA,13
Cam Akers,RB,46,0.72,LAR,SEA,13
Tutu Atwell,WR,30,0.47,LAR,SEA,13
Brandon Powell,WR,26,0.41,LAR,SEA,13
Kyren Williams,RB,18,0.28,LAR,SEA,13
Austin Trammell,WR,10,0.16,LAR,SEA,13
Brycen Hopkins,TE,10,0.16,LAR,SEA,13
Bryce Perkins,QB,1,0.02,LAR,SEA,13
Jacob Harris,WR,0,0.0,LAR,SEA,13
Malcolm Brown,RB,0,0.0,LAR,SEA,13
Ronnie Rivers,RB,0,0.0,LAR,SEA,13
