name,pos,snap_total,snap_percent,team,opp,week
Terry McLaurin,WR,68,0.93,WAS,SF,16
Jahan Dotson,WR,63,0.86,WAS,SF,16
Taylor Heinicke,QB,54,0.74,WAS,SF,16
Logan Thomas,TE,52,0.71,WAS,SF,16
Curtis Samuel,WR,48,0.66,WAS,SF,16
Brian Robinson,RB,32,0.44,WAS,SF,16
John Bates,TE,27,0.37,WAS,SF,16
Cole Turner,TE,21,0.29,WAS,SF,16
Antonio Gibson,RB,21,0.29,WAS,SF,16
Jonathan Williams,RB,20,0.27,WAS,SF,16
Carson Wentz,QB,19,0.26,WAS,SF,16
Dyami Brown,WR,7,0.1,WAS,SF,16
Cam Sims,WR,5,0.07,WAS,SF,16
Dax Milne,WR,1,0.01,WAS,SF,16
