name,pos,snap_total,snap_percent,team,opp,week
DeAndre Hopkins,WR,60,0.92,ARI,DEN,15
James Conner,RB,59,0.91,ARI,DEN,15
Marquise Brown,WR,58,0.89,ARI,DEN,15
Trey McBride,TE,56,0.86,ARI,DEN,15
AJ Green,WR,37,0.57,ARI,DEN,15
Colt McCoy,QB,35,0.54,ARI,DEN,15
Trace McSorley,QB,30,0.46,ARI,DEN,15
Robbie Chosen,WR,24,0.37,ARI,DEN,15
Maxx Williams,TE,13,0.2,ARI,DEN,15
Keaontay Ingram,RB,8,0.12,ARI,DEN,15
Greg Dortch,WR,6,0.09,ARI,DEN,15
Stephen Anderson,TE,4,0.06,ARI,DEN,15
Corey Clement,RB,0,0.0,ARI,DEN,15
