name,pos,snap_total,snap_percent,team,opp,week
Chris Moore,WR,61,0.91,HOU,TEN,16
Davis Mills,QB,52,0.78,HOU,TEN,16
Brandin Cooks,WR,51,0.76,HOU,TEN,16
Phillip Dorsett,WR,39,0.58,HOU,TEN,16
Jordan Akins,TE,37,0.55,HOU,TEN,16
Royce Freeman,RB,37,0.55,HOU,TEN,16
Brevin Jordan,TE,36,0.54,HOU,TEN,16
Dare Ogunbowale,RB,19,0.28,HOU,TEN,16
Jeff Driskel,QB,19,0.28,HOU,TEN,16
Teagan Quitoriano,TE,18,0.27,HOU,TEN,16
Amari Rodgers,WR,14,0.21,HOU,TEN,16
Rex Burkhead,RB,11,0.16,HOU,TEN,16
