name,pos,snap_total,snap_percent,team,opp,week
Tom Brady,QB,74,1.0,TB,CIN,15
Chris Godwin,WR,66,0.89,TB,CIN,15
Mike Evans,WR,60,0.81,TB,CIN,15
Cade Otton,TE,48,0.65,TB,CIN,15
Russell Gage,WR,46,0.62,TB,CIN,15
Leonard Fournette,RB,43,0.58,TB,CIN,15
Cameron Brate,TE,29,0.39,TB,CIN,15
Rachaad White,RB,29,0.39,TB,CIN,15
Ko Kieft,TE,20,0.27,TB,CIN,15
Deven Thompkins,WR,13,0.18,TB,CIN,15
Scott Miller,WR,8,0.11,TB,CIN,15
Breshad Perriman,WR,7,0.09,TB,CIN,15
Ke'Shawn Vaughn,RB,0,0.0,TB,CIN,15
Giovani Bernard,RB,0,0.0,TB,CIN,15
