name,pos,snap_total,snap_percent,team,opp,week
Dak Prescott,QB,80,1.0,DAL,TEN,17
Michael Gallup,WR,68,0.85,DAL,TEN,17
CeeDee Lamb,WR,68,0.85,DAL,TEN,17
Dalton Schultz,TE,65,0.81,DAL,TEN,17
Ezekiel Elliott,RB,53,0.66,DAL,TEN,17
Noah Brown,WR,47,0.59,DAL,TEN,17
Malik Davis,RB,26,0.33,DAL,TEN,17
Jake Ferguson,TE,23,0.29,DAL,TEN,17
TY Hilton,WR,22,0.28,DAL,TEN,17
Peyton Hendershot,TE,14,0.18,DAL,TEN,17
Sean McKeon,TE,11,0.14,DAL,TEN,17
KaVontae Turpin,WR,2,0.03,DAL,TEN,17
Qadree Ollison,RB,0,0.0,DAL,TEN,17
