name,pos,snap_total,snap_percent,team,opp,week
Desmond Ridder,QB,71,1.0,ATL,BAL,16
Olamide Zaccheaus,WR,65,0.92,ATL,BAL,16
Drake London,WR,55,0.77,ATL,BAL,16
Parker Hesse,TE,44,0.62,ATL,BAL,16
Tyler Allgeier,RB,42,0.59,ATL,BAL,16
MyCole Pruitt,TE,36,0.51,ATL,BAL,16
Damiere Byrd,WR,31,0.44,ATL,BAL,16
Cordarrelle Patterson,RB,26,0.37,ATL,BAL,16
Anthony Firkser,TE,15,0.21,ATL,BAL,16
KhaDarel Hodge,WR,14,0.2,ATL,BAL,16
Avery Williams,RB,12,0.17,ATL,BAL,16
Frank Darby,WR,5,0.07,ATL,BAL,16
Feleipe Franks,TE,1,0.01,ATL,BAL,16
