name,pos,snap_total,snap_percent,team,opp,week
Marcus Mariota,QB,47,1.0,ATL,CIN,7
Drake London,WR,40,0.85,ATL,CIN,7
Kyle Pitts,TE,37,0.79,ATL,CIN,7
Parker Hesse,TE,32,0.68,ATL,CIN,7
Olamide Zaccheaus,WR,29,0.62,ATL,CIN,7
Tyler Allgeier,RB,29,0.62,ATL,CIN,7
Damiere Byrd,WR,16,0.34,ATL,CIN,7
MyCole Pruitt,TE,12,0.26,ATL,CIN,7
Caleb Huntley,RB,11,0.23,ATL,CIN,7
Avery Williams,RB,7,0.15,ATL,CIN,7
Bryan Edwards,WR,5,0.11,ATL,CIN,7
KhaDarel Hodge,WR,2,0.04,ATL,CIN,7
Feleipe Franks,TE,1,0.02,ATL,CIN,7
