name,pos,snap_total,snap_percent,team,opp,week
Aaron Rodgers,QB,74,1.0,GB,DET,9
Allen Lazard,WR,65,0.88,GB,DET,9
Sammy Watkins,WR,60,0.81,GB,DET,9
AJ Dillon,RB,49,0.66,GB,DET,9
Robert Tonyan,TE,34,0.46,GB,DET,9
Marcedes Lewis,TE,32,0.43,GB,DET,9
Aaron Jones,RB,30,0.41,GB,DET,9
Josiah Deguara,TE,28,0.38,GB,DET,9
Samori Toure,WR,28,0.38,GB,DET,9
Amari Rodgers,WR,19,0.26,GB,DET,9
Christian Watson,WR,17,0.23,GB,DET,9
Tyler Davis,TE,5,0.07,GB,DET,9
Kylin Hill,RB,1,0.01,GB,DET,9
Romeo Doubs,WR,1,0.01,GB,DET,9
