name,pos,snap_total,snap_percent,team,opp,week
Marcus Mariota,QB,54,1.0,ATL,PIT,13
Olamide Zaccheaus,WR,47,0.87,ATL,PIT,13
Drake London,WR,47,0.87,ATL,PIT,13
Parker Hesse,TE,34,0.63,ATL,PIT,13
Tyler Allgeier,RB,28,0.52,ATL,PIT,13
MyCole Pruitt,TE,27,0.5,ATL,PIT,13
Cordarrelle Patterson,RB,25,0.46,ATL,PIT,13
Damiere Byrd,WR,19,0.35,ATL,PIT,13
Anthony Firkser,TE,14,0.26,ATL,PIT,13
KhaDarel Hodge,WR,6,0.11,ATL,PIT,13
Caleb Huntley,RB,5,0.09,ATL,PIT,13
Feleipe Franks,TE,3,0.06,ATL,PIT,13
Avery Williams,RB,0,0.0,ATL,PIT,13
