name,pos,snap_total,snap_percent,team,opp,week
Jacoby Brissett,QB,72,1.0,CLE,PIT,3
Donovan Peoples-Jones,WR,63,0.88,CLE,PIT,3
David Njoku,TE,63,0.88,CLE,PIT,3
Amari Cooper,WR,59,0.82,CLE,PIT,3
Nick Chubb,RB,45,0.63,CLE,PIT,3
David Bell,WR,40,0.56,CLE,PIT,3
Harrison Bryant,TE,34,0.47,CLE,PIT,3
Kareem Hunt,RB,32,0.44,CLE,PIT,3
Anthony Schwartz,WR,5,0.07,CLE,PIT,3
Miller Forristall,TE,4,0.06,CLE,PIT,3
D'Ernest Johnson,RB,0,0.0,CLE,PIT,3
Jerome Ford,RB,0,0.0,CLE,PIT,3
Chester Rogers,WR,0,0.0,CLE,PIT,3
