name,pos,snap_total,snap_percent,team,opp,week
Aaron Rodgers,QB,56,0.92,GB,MIN,1
Sammy Watkins,WR,41,0.67,GB,MIN,1
Christian Watson,WR,40,0.66,GB,MIN,1
Aaron Jones,RB,37,0.61,GB,MIN,1
Randall Cobb,WR,37,0.61,GB,MIN,1
Romeo Doubs,WR,35,0.57,GB,MIN,1
AJ Dillon,RB,31,0.51,GB,MIN,1
Marcedes Lewis,TE,23,0.38,GB,MIN,1
Robert Tonyan,TE,22,0.36,GB,MIN,1
Tyler Davis,TE,15,0.25,GB,MIN,1
Josiah Deguara,TE,15,0.25,GB,MIN,1
Juwann Winfree,WR,9,0.15,GB,MIN,1
Jordan Love,QB,5,0.08,GB,MIN,1
Amari Rodgers,WR,0,0.0,GB,MIN,1
