name,pos,snap_total,snap_percent,team,opp,week
Andy Dalton,QB,51,0.85,NO,CAR,18
Rashid Shaheed,WR,50,0.83,NO,CAR,18
Alvin Kamara,RB,45,0.75,NO,CAR,18
Juwan Johnson,TE,41,0.68,NO,CAR,18
Chris Olave,WR,36,0.6,NO,CAR,18
Adam Trautman,TE,32,0.53,NO,CAR,18
Keith Kirkwood,WR,28,0.47,NO,CAR,18
Tre'Quan Smith,WR,19,0.32,NO,CAR,18
Taysom Hill,TE,18,0.3,NO,CAR,18
Marquez Callaway,WR,8,0.13,NO,CAR,18
David Johnson,RB,7,0.12,NO,CAR,18
Eno Benjamin,RB,6,0.1,NO,CAR,18
