name,pos,snap_total,snap_percent,team,opp,week
Daniel Jones,QB,63,1.0,NYG,WAS,15
Daniel Bellinger,TE,62,0.98,NYG,WAS,15
Darius Slayton,WR,59,0.94,NYG,WAS,15
Isaiah Hodgins,WR,56,0.89,NYG,WAS,15
Saquon Barkley,RB,54,0.86,NYG,WAS,15
Richie James,WR,50,0.79,NYG,WAS,15
Matt Breida,RB,11,0.17,NYG,WAS,15
Nick Vannett,TE,10,0.16,NYG,WAS,15
Chris Myarick,TE,6,0.1,NYG,WAS,15
Marcus Johnson,WR,2,0.03,NYG,WAS,15
Lawrence Cager,TE,1,0.02,NYG,WAS,15
Kenny Golladay,WR,1,0.02,NYG,WAS,15
Gary Brightwell,RB,0,0.0,NYG,WAS,15
