name,pos,snap_total,snap_percent,team,opp,week
Jerry Jeudy,WR,60,0.9,DEN,LAR,16
Courtland Sutton,WR,53,0.79,DEN,LAR,16
Russell Wilson,QB,50,0.75,DEN,LAR,16
Freddie Swain,WR,50,0.75,DEN,LAR,16
Greg Dulcich,TE,45,0.67,DEN,LAR,16
Latavius Murray,RB,31,0.46,DEN,LAR,16
Chase Edmonds,RB,28,0.42,DEN,LAR,16
Eric Saubert,TE,22,0.33,DEN,LAR,16
Jalen Virgil,WR,19,0.28,DEN,LAR,16
Brett Rypien,QB,17,0.25,DEN,LAR,16
Eric Tomlinson,TE,11,0.16,DEN,LAR,16
Marlon Mack,RB,10,0.15,DEN,LAR,16
Montrell Washington,WR,3,0.04,DEN,LAR,16
Andrew Beck,TE,3,0.04,DEN,LAR,16
