name,pos,snap_total,snap_percent,team,opp,week
Dak Prescott,QB,73,1.0,DAL,PHI,16
Dalton Schultz,TE,63,0.86,DAL,PHI,16
CeeDee Lamb,WR,62,0.85,DAL,PHI,16
Michael Gallup,WR,61,0.84,DAL,PHI,16
Noah Brown,WR,55,0.75,DAL,PHI,16
Tony Pollard,RB,39,0.53,DAL,PHI,16
Ezekiel Elliott,RB,34,0.47,DAL,PHI,16
Jake Ferguson,TE,15,0.21,DAL,PHI,16
TY Hilton,WR,12,0.16,DAL,PHI,16
Sean McKeon,TE,9,0.12,DAL,PHI,16
Peyton Hendershot,TE,8,0.11,DAL,PHI,16
KaVontae Turpin,WR,5,0.07,DAL,PHI,16
Malik Davis,RB,1,0.01,DAL,PHI,16
