name,pos,snap_total,snap_percent,team,opp,week
Daniel Jones,QB,72,1.0,NYG,DAL,3
Saquon Barkley,RB,66,0.92,NYG,DAL,3
Sterling Shepard,WR,58,0.81,NYG,DAL,3
Richie James,WR,53,0.74,NYG,DAL,3
David Sills,WR,45,0.63,NYG,DAL,3
Daniel Bellinger,TE,43,0.6,NYG,DAL,3
Tanner Hudson,TE,27,0.38,NYG,DAL,3
Kenny Golladay,WR,24,0.33,NYG,DAL,3
Chris Myarick,TE,21,0.29,NYG,DAL,3
Darius Slayton,WR,14,0.19,NYG,DAL,3
Matt Breida,RB,8,0.11,NYG,DAL,3
Gary Brightwell,RB,0,0.0,NYG,DAL,3
Antonio Williams,RB,0,0.0,NYG,DAL,3
