name,pos,snap_total,snap_percent,team,opp,week
Ryan Tannehill,QB,52,0.84,TEN,LAC,15
Nick Westbrook-Ikhine,WR,51,0.82,TEN,LAC,15
Robert Woods,WR,50,0.81,TEN,LAC,15
Derrick Henry,RB,44,0.71,TEN,LAC,15
Chigoziem Okonkwo,TE,37,0.6,TEN,LAC,15
Geoff Swaim,TE,32,0.52,TEN,LAC,15
Chris Conley,WR,31,0.5,TEN,LAC,15
Austin Hooper,TE,30,0.48,TEN,LAC,15
Racey McMath,WR,14,0.23,TEN,LAC,15
Hassan Haskins,RB,12,0.19,TEN,LAC,15
Malik Willis,QB,10,0.16,TEN,LAC,15
Kevin Rader,TE,8,0.13,TEN,LAC,15
Julius Chestnut,RB,1,0.02,TEN,LAC,15
Mason Kinsey,WR,0,0.0,TEN,LAC,15
