name,pos,snap_total,snap_percent,team,opp,week
Tyler Huntley,QB,52,1.0,BAL,PIT,17
Mark Andrews,TE,49,0.94,BAL,PIT,17
Demarcus Robinson,WR,31,0.6,BAL,PIT,17
Josh Oliver,TE,30,0.58,BAL,PIT,17
JK Dobbins,RB,26,0.5,BAL,PIT,17
Sammy Watkins,WR,22,0.42,BAL,PIT,17
DeSean Jackson,WR,18,0.35,BAL,PIT,17
Justice Hill,RB,17,0.33,BAL,PIT,17
Isaiah Likely,TE,17,0.33,BAL,PIT,17
Gus Edwards,RB,9,0.17,BAL,PIT,17
James Proche,WR,4,0.08,BAL,PIT,17
Andy Isabella,WR,3,0.06,BAL,PIT,17
Charlie Kolar,TE,2,0.04,BAL,PIT,17
