name,pos,snap_total,snap_percent,team,opp,week
Justin Herbert,QB,80,1.0,LAC,MIA,14
Keenan Allen,WR,69,0.86,LAC,MIA,14
Josh Palmer,WR,63,0.79,LAC,MIA,14
Gerald Everett,TE,58,0.73,LAC,MIA,14
Mike Williams,WR,52,0.65,LAC,MIA,14
Austin Ekeler,RB,47,0.59,LAC,MIA,14
Tre' McKitty,TE,41,0.51,LAC,MIA,14
Joshua Kelley,RB,32,0.4,LAC,MIA,14
Zander Horvath,RB,13,0.16,LAC,MIA,14
DeAndre Carter,WR,12,0.15,LAC,MIA,14
Stone Smartt,TE,4,0.05,LAC,MIA,14
Michael Bandy,WR,2,0.03,LAC,MIA,14
Isaiah Spiller,RB,2,0.03,LAC,MIA,14
