name,pos,snap_total,snap_percent,team,opp,week
Justin Herbert,QB,55,0.81,LAC,DEN,18
Josh Palmer,WR,54,0.79,LAC,DEN,18
Keenan Allen,WR,52,0.76,LAC,DEN,18
DeAndre Carter,WR,41,0.6,LAC,DEN,18
Donald Parham,TE,35,0.51,LAC,DEN,18
Austin Ekeler,RB,33,0.49,LAC,DEN,18
Gerald Everett,TE,30,0.44,LAC,DEN,18
Joshua Kelley,RB,28,0.41,LAC,DEN,18
Mike Williams,WR,25,0.37,LAC,DEN,18
Tre' McKitty,TE,23,0.34,LAC,DEN,18
Chase Daniel,QB,13,0.19,LAC,DEN,18
Stone Smartt,TE,11,0.16,LAC,DEN,18
Larry Rountree,RB,8,0.12,LAC,DEN,18
