name,pos,snap_total,snap_percent,team,opp,week
Mike White,QB,63,1.0,NYJ,CHI,12
Garrett Wilson,WR,52,0.83,NYJ,CHI,12
Tyler Conklin,TE,50,0.79,NYJ,CHI,12
CJ Uzomah,TE,48,0.76,NYJ,CHI,12
Corey Davis,WR,43,0.68,NYJ,CHI,12
Zonovan Knight,RB,30,0.48,NYJ,CHI,12
Elijah Moore,WR,22,0.35,NYJ,CHI,12
Michael Carter,RB,19,0.3,NYJ,CHI,12
Denzel Mims,WR,18,0.29,NYJ,CHI,12
Braxton Berrios,WR,16,0.25,NYJ,CHI,12
Ty Johnson,RB,15,0.24,NYJ,CHI,12
Jeremy Ruckert,TE,2,0.03,NYJ,CHI,12
