name,pos,snap_total,snap_percent,team,opp,week
Russell Wilson,QB,62,0.86,DEN,KC,14
Kendall Hinton,WR,62,0.86,DEN,KC,14
Jerry Jeudy,WR,60,0.83,DEN,KC,14
Greg Dulcich,TE,54,0.75,DEN,KC,14
Brandon Johnson,WR,53,0.74,DEN,KC,14
Latavius Murray,RB,38,0.53,DEN,KC,14
Eric Tomlinson,TE,23,0.32,DEN,KC,14
Marlon Mack,RB,23,0.32,DEN,KC,14
Eric Saubert,TE,19,0.26,DEN,KC,14
Mike Boone,RB,11,0.15,DEN,KC,14
Brett Rypien,QB,10,0.14,DEN,KC,14
Jalen Virgil,WR,9,0.13,DEN,KC,14
Montrell Washington,WR,4,0.06,DEN,KC,14
Albert Okwuegbunam,TE,2,0.03,DEN,KC,14
