name,pos,snap_total,snap_percent,team,opp,week
Tom Brady,QB,78,1.0,TB,CAR,17
Cade Otton,TE,68,0.87,TB,CAR,17
Chris Godwin,WR,66,0.85,TB,CAR,17
Mike Evans,WR,65,0.83,TB,CAR,17
Russell Gage,WR,42,0.54,TB,CAR,17
Rachaad White,RB,39,0.5,TB,CAR,17
Leonard Fournette,RB,36,0.46,TB,CAR,17
Ko Kieft,TE,23,0.29,TB,CAR,17
Julio Jones,WR,22,0.28,TB,CAR,17
Kyle Rudolph,TE,11,0.14,TB,CAR,17
Deven Thompkins,WR,9,0.12,TB,CAR,17
Ke'Shawn Vaughn,RB,2,0.03,TB,CAR,17
Scott Miller,WR,0,0.0,TB,CAR,17
Giovani Bernard,RB,0,0.0,TB,CAR,17
