name,pos,snap_total,snap_percent,team,opp,week
Kenny Pickett,QB,65,1.0,PIT,ATL,13
Diontae Johnson,WR,53,0.82,PIT,ATL,13
Zach Gentry,TE,48,0.74,PIT,ATL,13
George Pickens,WR,44,0.68,PIT,ATL,13
Najee Harris,RB,43,0.66,PIT,ATL,13
Pat Freiermuth,TE,36,0.55,PIT,ATL,13
Steven Sims,WR,25,0.38,PIT,ATL,13
Gunner Olszewski,WR,18,0.28,PIT,ATL,13
Connor Heyward,TE,14,0.22,PIT,ATL,13
Jaylen Warren,RB,13,0.2,PIT,ATL,13
Benny Snell,RB,9,0.14,PIT,ATL,13
Miles Boykin,WR,8,0.12,PIT,ATL,13
