name,pos,snap_total,snap_percent,team,opp,week
Russell Wilson,QB,58,1.0,DEN,LAC,6
Courtland Sutton,WR,58,1.0,DEN,LAC,6
Jerry Jeudy,WR,53,0.91,DEN,LAC,6
Greg Dulcich,TE,41,0.71,DEN,LAC,6
KJ Hamler,WR,33,0.57,DEN,LAC,6
Latavius Murray,RB,27,0.47,DEN,LAC,6
Mike Boone,RB,21,0.36,DEN,LAC,6
Andrew Beck,TE,16,0.28,DEN,LAC,6
Eric Tomlinson,TE,16,0.28,DEN,LAC,6
Kendall Hinton,WR,12,0.21,DEN,LAC,6
Melvin Gordon,RB,9,0.16,DEN,LAC,6
Montrell Washington,WR,3,0.05,DEN,LAC,6
Eric Saubert,TE,1,0.02,DEN,LAC,6
Tyrie Cleveland,WR,0,0.0,DEN,LAC,6
