name,pos,snap_total,snap_percent,team,opp,week
Marcus Mariota,QB,55,1.0,ATL,CLE,4
Parker Hesse,TE,48,0.87,ATL,CLE,4
Drake London,WR,44,0.8,ATL,CLE,4
Kyle Pitts,TE,34,0.62,ATL,CLE,4
Olamide Zaccheaus,WR,31,0.56,ATL,CLE,4
Tyler Allgeier,RB,24,0.44,ATL,CLE,4
KhaDarel Hodge,WR,18,0.33,ATL,CLE,4
Cordarrelle Patterson,RB,16,0.29,ATL,CLE,4
Caleb Huntley,RB,12,0.22,ATL,CLE,4
Damiere Byrd,WR,11,0.2,ATL,CLE,4
Anthony Firkser,TE,10,0.18,ATL,CLE,4
Avery Williams,RB,7,0.13,ATL,CLE,4
Feleipe Franks,QB,5,0.09,ATL,CLE,4
