name,pos,snap_total,snap_percent,team,opp,week
Justin Fields,QB,52,1.0,CHI,DET,17
Cole Kmet,TE,46,0.88,CHI,DET,17
Byron Pringle,WR,39,0.75,CHI,DET,17
Equanimeous St,WR,32,0.62,CHI,DET,17
David Montgomery,RB,28,0.54,CHI,DET,17
N'Keal Harry,WR,25,0.48,CHI,DET,17
Khalil Herbert,RB,20,0.38,CHI,DET,17
Chase Claypool,WR,19,0.37,CHI,DET,17
Dante Pettis,WR,14,0.27,CHI,DET,17
Trevon Wesco,TE,9,0.17,CHI,DET,17
Ryan Griffin,TE,8,0.15,CHI,DET,17
Velus Jones,WR,5,0.1,CHI,DET,17
Trestan Ebner,RB,5,0.1,CHI,DET,17
