name,pos,snap_total,snap_percent,team,opp,week
Marcus Mariota,QB,55,1.0,ATL,CHI,11
Olamide Zaccheaus,WR,42,0.76,ATL,CHI,11
Drake London,WR,42,0.76,ATL,CHI,11
Parker Hesse,TE,37,0.67,ATL,CHI,11
MyCole Pruitt,TE,31,0.56,ATL,CHI,11
Tyler Allgeier,RB,30,0.55,ATL,CHI,11
Cordarrelle Patterson,RB,27,0.49,ATL,CHI,11
Kyle Pitts,TE,24,0.44,ATL,CHI,11
Damiere Byrd,WR,19,0.35,ATL,CHI,11
KhaDarel Hodge,WR,6,0.11,ATL,CHI,11
Frank Darby,WR,3,0.05,ATL,CHI,11
Caleb Huntley,RB,2,0.04,ATL,CHI,11
Avery Williams,RB,0,0.0,ATL,CHI,11
